   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
  0		48576	48264	24391	19031	18526	13270	45080	57034	43836	33529	 8829	42364	 4352	49778	 2583	     	     	18916	34182	59313	19376	30786	20300	17333	43015	50353	 6541	34861	51245	47368	     	30614	
  1		     	     	     	21729	33176	28840	 8452	55198	     	     	34641	33304	     	41914	     	     	     	19846	39615	     	52713	12204	55453	44456	44306	41758	50412	30955	23567	     	     	11431	
  2		46634	22240	45222	56711	40279	18523	26053	     	48515	33423	24947	 9447	37111	30544	31989	     	29849	     	53613	19436	18564	     	24809	14016	17882	 5892	59700	32601	     	27169	25174	47028	
  3		35084	42815	22475	26324	 2942	36257	30670	27000	45022	58759	58959	23036	33758	 6432	43962	 4744	29123	     	55556	 9210	 2298	48045	36751	17256	27571	37586	42197	58290	 3041	     	     	39383	
  4		     	13193	56939	35580	     	18714	 7057	19957	51459	 7423	44027	44998	47629	18666	11167	 2967	31326	     	 9354	44059	37737	24588	32706	 3635	  985	42618	16236	     	14996	     	     	 2423	
  5		30504	 8912	     	29352	24032	17861	19318	     	51223	12495	55664	32351	49943	26963	44655	23196	59389	22415	34580	47977	48526	12040	     	20740	 1882	21050	33767	14627	47339	20074	21059	52634	
  6		59116	50796	47575	     	  500	29690	20077	 2864	55568	 3932	     	12970	53907	59208	     	59886	54961	53479	33195	  619	     	19126	 9724	51439	     	 1828	40981	     	     	     	18682	48602	
  7		42557	10287	13968	53730	     	32693	30910	50715	40735	 8436	56959	23921	23524	     	55724	23446	19567	     	58784	19291	     	 4403	25312	18280	12503	     	46897	29763	     	37055	12608	47349	
  8		20242	16678	14279	31914	10590	19993	54297	26367	25885	32760	 2394	50364	57714	     	45197	51325	59439	12441	 4901	 1304	34058	28099	44171	33323	30217	18652	44204	39477	 3732	28461	 6716	     	
  9		 3654	20310	 5522	     	     	42149	20386	 8864	27863	42516	     	16283	     	   84	21397	 1978	28902	     	 9980	     	31287	48160	24208	54219	21315	42568	14839	11501	46464	     	     	55873	
 10		48734	46366	25280	 2331	     	     	     	     	46751	16520	48531	     	29139	     	15905	12985	19485	50682	44761	 7126	 8632	12408	28626	23079	 4982	47862	     	     	  303	     	46612	15165	
 11		     	33411	 9790	22407	29601	39939	15326	     	40373	     	22192	     	56443	30587	     	     	35829	44449	48260	47660	46157	52754	54913	15582	59741	32373	37823	     	46999	33696	30645	 7898	
 12		46243	  522	18298	58834	21842	46778	  656	30764	34669	 9549	58447	46788	43036	35536	14594	54859	17546	17028	     	38170	38355	 5505	     	57723	34767	20912	     	 8686	     	14654	     	52629	
 13		50095	28282	59096	 2308	45283	18176	26177	  840	 8671	     	39476	     	49302	59049	38458	36563	41924	     	28073	     	51050	26070	35058	43769	    0	48981	     	40803	33969	 3011	34202	14538	
 14		53878	29263	55201	     	35101	44620	10695	56461	56302	36478	52355	 2778	     	49346	44043	55777	  853	53995	21660	33120	     	39865	     	48591	     	 5215	18078	18842	18307	42517	11759	  807	
 15		57918	25952	16247	35431	53906	52616	48418	48277	22021	58586	35965	51252	23729	45780	27317	 8637	41539	51773	     	56291	16258	58378	52395	11766	15180	 3518	56799	 1186	 3324	  476	50295	46849	
