28548,16090
28548,688
28548,7731
28548,18532
12175,53605
12175,7778
12175,1578
12175,24406
40780,16463
40780,51345
40780,21604
40780,58238
40305,38269
40305,36914
40305,4888
40305,54582
52311,47808
52311,17934
52311,40199
52311,32471
58304,51113
58304,57531
58304,32990
58304,56481
19148,58182
19148,20886
19148,46903
53569,48893
53569,23957
53569,36316
53569,42663
4887,31431
4887,17687
4887,9339
4887,23000
13136,56395
13136,24931
13136,47700
13136,37407
35194,36578
35194,33980
35194,34179
35194,45063
53417,24262
53417,24660
53417,10905
53417,38329
14195,24995
14195,23723
14195,56776
14195,24353
18411,14578
18411,6536
18411,55551
18411,35641
37017,8211
37017,28453
37017,34634
37017,58109
18000,52013
18000,10816
18000,497
18000,6505
52884,44771
52884,48429
52884,11912
52884,26725
34723,46504
34723,59705
34723,34920
34723,55468
31563,26305
31563,4387
31563,10173
31563,27554
40087,2910
40087,15972
40087,3037
40087,54503
9525,59268
9525,55061
9525,53766
9525,50412
49227,6004
49227,4512
49227,21167
49227,43307
898,4339
898,26957
898,23935
898,30785
31629,47404
31629,55520
31629,58088
31629,32571
828,49670
828,40556
828,31557
828,24481
4330,14968
4330,52001
4330,58367
4330,221
7229,29449
7229,43825
7229,38708
7229,23594
42938,12162
42938,48706
42938,43882
42938,10123
18003,9267
18003,25066
18003,5339
18003,49256
21786,31112
21786,51858
21786,18792
21786,9366
34832,8304
34832,42524
34832,9026
34832,51132
14412,49578
14412,7187
14412,18323
14412,38183
4763,33242
4763,21703
4763,35797
4763,2674
15133,34337
15133,21216
15133,53145
15133,15391
34925,21214
34925,10685
34925,37161
34925,15872
36195,10581
36195,31890
36195,51583
36195,47425
57807,22123
57807,14101
57807,26788
57807,53119
51488,17715
51488,42410
51488,9934
51488,32985
9714,55812
9714,53814
9714,54300
9714,39366
50118,13867
50118,16037
50118,12656
50118,47465
56261,52459
56261,22049
56261,21142
56261,13171
11987,11220
11987,1389
11987,48621
11987,14173
5522,8588
5522,27227
5522,30708
5522,8945
55040,20290
55040,629
55040,7761
55040,42846
17825,17346
17825,44472
17825,27165
17825,45324
22073,26404
22073,54005
22073,26418
22073,52473
23719,57991
23719,19203
23719,6851
23719,32597
6306,29327
6306,5995
6306,56409
6306,25430
24684,39525
24684,3968
24684,23649
24684,29166
27743,6255
27743,54474
27743,15563
27743,22061
23200,50651
23200,39393
23200,16183
23200,58452
39765,37171
39765,33728
39765,2715
39765,12985
50339,7231
50339,21325
50339,37879
50339,29310
43815,14512
43815,34070
43815,28263
43815,45383
41421,48147
41421,30403
41421,11708
41421,43262
43429,2485
43429,48763
43429,20212
43429,17481
21863,6904
21863,40413
21863,2816
21863,34755
51669,13179
51669,5053
51669,41174
51669,27392
354,5720
354,44207
354,55030
354,2529
4612,4856
4612,24822
4612,1658
4612,1450
1345,44675
1345,24053
1345,7847
1345,5454
57776,17320
57776,35676
57776,59192
57776,29025
25099,20460
25099,59838
25099,23752
25099,21120
12692,3155
12692,41180
12692,40544
12692,23665
27507,5847
27507,41476
27507,10450
27507,43977
59628,42688
59628,7080
59628,23018
59628,16624
52007,4810
52007,30140
52007,42257
52007,31694
11151,18091
11151,2023
11151,25493
11151,10720
16151,52783
16151,50632
16151,26279
16151,6504
37048,37860
37048,10000
37048,10664
37048,57440
59372,2809
59372,28113
59372,6994
59372,50935
18925,13272
18925,36210
18925,15716
18925,7501
4806,10938
4806,242
4806,25292
4806,15137
21481,12747
21481,45364
21481,37255
21481,13680
36266,36420
36266,625
36266,40658
36266,14936
44132,38323
44132,58038
44132,15816
44132,50156
10179,13665
10179,25373
10179,0
10179,11261
25516,46791
25516,18483
25516,6959
25516,56001
58103,17448
58103,36482
58103,27275
58103,18571
35040,32650
35040,2569
35040,44055
35040,10139
49474,27512
49474,24103
49474,3348
49474,20131
53386,9084
53386,17099
53386,13523
53386,3603
9751,34419
9751,44156
9751,33283
9751,56120
16056,59510
16056,16243
16056,38884
16056,30932
6168,48320
6168,46949
6168,50678
6168,40176
59672,45734
59672,43040
59672,34000
59672,3976
55500,48067
55500,41836
55500,58604
55500,25435
5693,18565
5693,54988
5693,24413
5693,50843
1690,26265
1690,19107
1690,16222
1690,46343
57806,8591
57806,27016
57806,34743
57806,39227
29200,49120
29200,2992
29200,27537
29200,28385
51701,33910
51701,3056
51701,34682
51701,6124
25918,55689
25918,13748
25918,17614
25918,52133
8293,5493
8293,7992
8293,27500
8293,34787
39683,1553
39683,46738
39683,36029
39683,12262
37726,24346
37726,49354
37726,3186
37726,15576
21007,42397
21007,30690
21007,36276
21007,46808
29006,16072
29006,9454
29006,40653
29006,14065
13414,46509
13414,3767
13414,25424
13414,52172
5823,7253
5823,52454
5823,45093
5823,49004
59002,2042
59002,45627
59002,23973
59002,46915
20819,12404
20819,59456
20819,37405
20819,41305
56833,16831
56833,33613
56833,51198
56833,52063
23913,33715
23913,47625
23913,20377
23913,25303
4840,16919
4840,13156
4840,43989
4840,51778
10255,17807
10255,39743
10255,19889
10255,33962
44068,52354
44068,45874
44068,18874
44068,12260
6164,17261
6164,40016
6164,26167
15621,43514
15621,29944
15621,37594
54637,50481
54637,20647
54637,51073
54637,30395
3345,20315
3345,50891
3345,41339
3345,37942
33732,58356
33732,16717
33732,27852
33732,11905
16431,55688
16431,17150
16431,4459
16431,9719
23993,38960
23993,43098
23993,48745
23993,3455
28627,51045
28627,54429
28627,12935
28627,36362
5527,40712
5527,32605
5527,35729
5527,29233
55356,39622
55356,54001
55356,11847
55356,38474
52536,59216
52536,59237
52536,52975
52536,9058
10373,23523
10373,40650
10373,54784
10373,36899
21,11495
21,51589
21,9343
21,31895
41116,11086
41116,5992
41116,23115
41116,5681
8913,49637
8913,22525
8913,5900
8913,29317
36581,1923
36581,53373
36581,38902
36581,3719
53792,32051
53792,53815
53792,7139
53792,34325
36280,2945
36280,44470
36280,39064
36280,12070
46628,28260
46628,12729
46628,38850
46628,35804
337,14979
337,22642
337,19326
337,5336
49163,22000
49163,31050
49163,46315
49163,541
11911,2792
11911,22178
11911,48096
11911,36365
52632,59266
52632,46027
52632,47399
52632,17504
39249,11991
39249,52135
39249,47830
39249,20686
23248,44054
23248,45261
23248,3339
23248,17964
18309,5888
18309,16877
18309,41121
18309,39518
57905,55257
57905,2589
57905,10168
57905,4467
49210,46664
49210,52467
49210,4108
49210,6933
57430,11876
57430,25222
57430,47021
57430,27154
16477,47744
16477,15047
16477,16439
16477,25794
11929,9717
11929,17990
11929,25306
11929,43289
29562,20234
29562,46652
29562,38162
29562,42440
40443,9560
40443,12443
40443,40060
40443,5381
43552,3848
43552,45068
43552,321
22515,42515
22515,24428
22515,58590
22515,20381
28005,52758
28005,8993
28005,38313
28005,18636
25336,11577
25336,27630
25336,12761
25336,12765
35008,28290
35008,10861
35008,20803
35008,54925
55373,2880
55373,14204
55373,36597
55373,45592
56959,43886
56959,5274
56959,16194
56959,9777
26724,44574
26724,28258
26724,51783
26724,43421
48597,15769
48597,7147
48597,21254
48597,31451
56882,59726
56882,56343
56882,45633
56882,47542
23657,44206
23657,21625
23657,5986
23657,29268
41614,52105
41614,53298
41614,59797
41614,45014
15760,50952
15760,9651
15760,35930
15760,25856
28360,12257
28360,51478
28360,35606
28360,29918
54076,39816
54076,38040
54076,53324
54076,56726
49528,55269
49528,956
49528,26520
49528,36645
30878,18111
30878,14270
30878,52302
30878,55655
16424,18222
16424,11349
16424,35492
16424,55521
14346,47522
14346,10663
14346,30984
14346,4565
11096,48236
11096,23938
11096,41658
11096,52905
40232,6742
40232,55310
40232,50832
40232,21390
19678,2566
19678,25848
19678,53686
19678,55824
8798,45807
8798,57589
8798,9258
8798,27324
50647,28009
50647,6250
50647,58336
50647,20182
56178,21049
56178,20498
56178,18406
56178,2730
26996,20442
26996,48483
26996,37721
26996,36697
43021,15696
43021,42247
43021,31173
43021,19271
36240,52236
36240,59697
36240,30347
36240,23209
3725,57218
3725,33555
3725,44449
3725,13176
13594,13230
13594,32454
13594,42402
13594,37194
57484,884
57484,12450
57484,10100
57484,42470
37073,31501
37073,16339
37073,23303
37073,30113
16432,31749
16432,7191
16432,16245
16432,52438
2412,4185
2412,6328
2412,46815
2412,44333
4275,57539
4275,40165
4275,16938
4275,54199
20670,2322
20670,46846
20670,18170
20670,54687
4391,30587
4391,46955
4391,42139
15130,40071
15130,24704
15130,49564
15130,9319
51272,35188
51272,2830
51272,34084
51272,33185
33376,27745
33376,59895
33376,49101
33376,47739
26821,13016
26821,33969
26821,43707
26821,52612
22509,49250
22509,33436
22509,48342
22509,38163
19001,3570
19001,27395
19001,21550
19001,30394
7423,1338
7423,21434
7423,45445
7423,6246
25937,25817
25937,57086
25937,36850
25937,14935
36404,21973
36404,45816
36404,4069
36404,29519
34182,48298
34182,12554
34182,24035
34182,55624
58242,28656
58242,29968
58242,23847
58242,28814
49303,18232
49303,59050
49303,52381
49303,44454
8884,45728
8884,17920
8884,51275
8884,6131
11298,31878
11298,34187
11298,52266
11298,14486
4879,45857
4879,11750
4879,46760
4879,39253
13406,10886
13406,43272
13406,33762
13406,20262
48154,29436
48154,53508
48154,37556
48154,44807
8277,13682
8277,53197
8277,36854
8277,51659
44487,5709
44487,42192
44487,18154
44487,43885
41596,24029
41596,14434
41596,38700
41596,54699
32476,47576
32476,3786
32476,43165
32476,23861
35156,27164
35156,54852
35156,7678
35156,11077
43152,13951
43152,28118
43152,25747
43152,418
1610,23391
1610,55772
1610,14874
51055,25916
51055,15328
51055,6411
51055,10372
9968,29739
9968,58515
9968,48880
9968,14845
23968,10206
23968,4002
23968,58842
23968,26976
4216,19983
4216,52816
4216,40186
4216,46951
11933,33335
11933,43093
11933,53234
11933,2469
48622,39794
48622,25197
48622,32200
48622,14504
7065,25126
7065,40711
7065,54224
7065,27974
36907,41183
36907,48456
36907,14636
36907,20551
33343,15404
33343,47322
33343,46184
38093,13214
38093,20561
38093,47773
38093,23856
4822,45455
4822,56868
4822,4018
4822,37765
17441,22993
17441,8938
17441,35085
17441,11875
36657,36593
36657,27609
36657,20407
36657,45753
15251,48031
15251,10681
15251,12487
15251,45631
31243,50961
31243,48950
31243,32175
31243,53050
57358,39396
57358,31682
57358,15629
57358,18816
3514,35013
3514,37843
3514,2399
3514,36179
14107,53467
14107,11770
14107,30356
14107,10778
9516,42776
9516,33215
9516,54682
9516,42927
25670,47084
25670,20314
25670,16812
25670,22295
47657,54295
47657,42395
47657,10253
47657,14576
47193,42172
47193,46921
47193,5168
47193,22448
12346,57490
12346,29178
12346,12671
12346,1594
18423,20867
18423,54528
18423,20016
18423,48361
10575,40028
10575,20422
10575,29857
10575,20093
41020,27573
41020,7885
41020,12342
41020,54247
50192,27769
50192,32874
50192,53658
50192,40928
40372,39579
40372,18583
40372,59169
40372,15016
12054,46857
12054,34309
12054,6066
12054,27794
3215,27837
3215,22462
3215,15807
3215,37814
17914,27704
17914,36497
17914,11623
17914,12488
24369,40152
24369,48834
24369,16342
24369,15791
50138,39501
50138,50685
50138,32879
50138,1680
34323,30699
34323,45009
34323,55024
34323,31969
13285,28665
13285,32210
13285,46648
13285,44823
49313,23971
49313,39161
49313,13146
49313,51802
48501,49377
48501,7776
48501,29366
48501,20389
9284,59479
9284,40209
9284,44468
9284,43440
457,48534
457,41583
457,9383
457,54728
37577,41099
37577,24498
37577,40295
37577,43599
42658,52685
42658,52883
42658,23173
42658,21536
15390,40979
15390,40468
15390,42055
15390,14996
17869,37134
