   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	
  0		17313	 8246	20454	     	21689	13373	58004	10561	27203	17782	 7741	 2456	16244	27160	45563	     	11081	16880	27219	53978	35226	31490	34319	45414	44691	12602	38148	 8574	14327	21820	 6476	48298	24353	16352	     	22788	52942	47808	47168	15517	48644	42549	21764	43894	33968	39532	16451	34609	     	25625	     	47646	33561	54008	44524	55048	20034	22707	46369	51610	46903	45756	21791	40476	17830	17504	31461	57881	52673	 8380	56864	43612	54031	47130	46083	59603	48180	50011	13623	58899	29962	37270	13935	13176	31734	47749	38005	 4089	     	23272	45639	 1714	50452	12807	52124	15332	36330	22408	 3536	18774	
  1		35281	16485	39885	18308	39355	26982	30394	46535	     	57664	     	21794	22162	10000	17803	50763	11538	38671	     	40586	33082	47867	26533	     	47439	39645	20409	56315	30972	30989	 4935	47812	     	35202	58840	28705	30101	39701	52425	58873	45132	10522	49941	53908	     	22282	39809	18844	40457	 6821	37779	50424	49191	35386	26326	18617	44063	33042	36939	 6742	55956	58473	41838	44521	52606	55917	36353	10284	19748	57422	52549	55256	26330	27314	32251	55231	14781	18768	38627	28079	 9765	 5345	34047	33633	51986	25317	 4662	21610	12344	22255	27116	28895	28352	25760	23816	18447	35581	19191	33863	18167	
  2		58519	29719	32761	 4456	13651	38155	 4713	36366	     	11394	     	     	19859	58891	20361	48770	22197	53524	46163	 4622	29854	 8987	28861	39907	     	32362	27605	53034	42881	28194	38536	18456	57455	20110	57199	29628	56198	21433	31163	30538	 9660	58204	43557	     	12092	29089	 7246	58852	     	54703	16622	22208	16297	27867	52514	 1403	55143	59829	16154	58381	34507	27304	32975	46444	     	11002	 7638	28232	 5511	46020	 3375	 9947	58663	     	     	33673	35150	25587	30830	 7297	31043	23346	45363	53483	37271	17744	45107	     	22165	27177	 9125	34186	57900	58263	24679	     	36521	 8407	15900	57391	
  3		56973	26770	28732	32521	     	16424	 4516	28224	26105	23310	59862	56437	47196	15061	     	     	17576	 4141	11184	 1948	     	57973	     	11567	11868	39541	28933	49389	10125	16662	32413	     	 1881	49524	52474	     	32995	59790	13845	     	13141	 3045	12695	 4113	26784	29829	10958	59801	47403	33532	56599	 3493	57278	19146	35619	31540	 7296	42155	 5649	19985	     	  898	10649	     	23667	27002	19280	38504	 5814	49312	39496	  475	14713	15953	56232	46290	30315	15939	41658	31238	 8494	 7081	33653	18676	23747	56382	54743	  697	56600	33328	11972	26088	 6956	24481	51395	26212	30963	42046	33379	20372	
  4		10232	     	31340	52471	46779	     	28939	44496	43984	40026	59838	43045	     	32644	48538	56524	59239	36768	58270	19921	44478	47590	31850	31794	 6452	 1799	58578	     	 6342	 2791	58304	     	41702	     	44721	15376	23758	10808	19452	36561	 7992	40111	40585	49056	31257	     	 3064	49919	 5534	     	35681	11494	51095	39099	55521	 2185	 5717	11618	55844	 3490	11298	 3913	15209	18753	 5171	     	57666	 7815	18280	 5592	 8941	11784	22176	12242	55030	     	22754	42440	 3881	 3713	14406	14889	20905	33581	17462	23230	32140	55596	52861	 8221	51459	55846	49502	29895	36793	47567	     	21748	43152	 6126	
  5		23799	     	53960	     	 6875	48894	50132	47982	32849	56554	14791	 6302	33630	 1934	25115	20024	57017	19528	29933	12018	30974	13811	 4413	     	42494	13381	38996	54618	44807	53263	  641	55078	19666	42984	 9199	50015	     	     	14275	40635	24678	43907	 8263	17102	52232	44782	44470	 7397	 2534	35138	26477	21666	     	 1232	     	37731	51564	 9922	 4723	27266	 3548	35850	59288	53036	48149	13467	 3712	42635	42430	25613	 4906	32556	 8735	52913	53542	 5903	39479	20462	22171	53715	     	22426	57196	 7566	25497	     	 2790	25439	22830	22002	22719	     	28373	 4813	  474	28882	24301	     	40035	50343	
  6		26035	43362	18841	56664	45501	48111	52622	24373	20263	51198	  428	 1453	46780	54497	 8074	21670	51922	26526	     	53392	57922	     	 5075	 5398	14827	33427	 5959	35311	32180	13282	26516	44746	39392	27629	43761	36659	18827	46038	21062	     	54231	30257	 7633	30466	16841	17122	57156	23617	     	 4803	     	15581	17742	11377	19897	58603	 5216	 2394	 1135	46656	20233	48665	     	33943	 3688	 8744	23781	39855	49978	26762	     	34828	16185	33417	35729	 6881	48299	32697	16921	25364	12805	     	56174	39150	29355	     	49417	 2046	     	31112	49560	30346	55088	25703	     	 9141	47779	38557	41039	21865	
  7		     	18610	     	     	25767	38003	     	 8799	27236	 7890	 1230	26119	57152	21802	 2535	13966	26317	26771	38950	     	40275	     	37512	     	38674	20297	39104	44694	     	20575	44408	42958	45511	 2455	     	     	     	34478	49871	 4114	13931	20336	36804	51758	40981	55931	15103	 4308	32695	50698	34195	11310	 5844	 9581	39818	     	53038	31459	33504	30855	 9949	 8014	57869	40815	52018	22798	24790	 2406	     	29240	58509	21805	40305	52389	14342	 7853	48241	13247	     	 8334	18074	29184	20681	55174	 3856	44226	29809	22787	29250	15062	     	     	54355	12831	12506	 3133	 3910	13923	     	 7717	
  8		49067	33918	16384	39297	50823	  943	     	47017	49261	58633	 6243	37177	 3084	13696	56355	 8541	     	 9883	38763	24300	21199	35769	15179	13862	40322	59984	14597	32764	 3971	40216	18638	59795	37396	     	     	 2486	58140	37760	     	 6528	23154	30549	49728	52767	44770	 6705	23957	37526	30286	     	56590	50669	     	55263	22867	22440	46167	41050	 9370	13006	47309	12338	     	31352	22313	47899	48755	58963	15864	35792	49813	     	17587	32323	12440	 4439	40682	49047	14163	 6774	 9393	50975	13079	38455	16601	     	16665	22716	53341	32901	 7637	41602	40281	     	 2030	13110	14049	59272	37557	     	
  9		19048	22154	15013	35320	25714	16826	     	42216	     	58469	40292	39913	12007	44879	32240	32968	13034	18706	10784	41258	20634	42459	49578	18973	56057	11639	40344	     	38343	28689	31766	 7907	46833	40891	53961	33004	45631	17386	33339	46857	22052	54275	27617	 6049	     	10828	 6856	49814	14836	37937	56832	19369	     	 1494	40925	16776	36174	52923	38651	11010	     	57265	     	47102	20823	17202	48525	45824	10519	49497	22180	20788	     	57540	19775	45545	22873	53937	  527	 3915	15477	34317	54773	 3055	15844	55867	13267	11419	 9650	20438	27814	59913	 1426	44700	51305	26518	37032	59462	41271	37501	
