operation=stop
32965,38519
44586,6891
53791,43110
54896,52230
51140,11636
23936,59263
31586,54529
31432,18196
37154,54043
31772,50565
21732,40255
24251,17769
12346,51880
51181,57075
14609,25863
235,27405
23983,34220
59664,14673
43580,19988
22249,43536
17183,47970
57074,43004
36397,227
31027,48036
37911,25260
3890,41015
29401,15813
33180,5129
36183,18858
8214,41507
29941,1616
26996,7393
8237,29165
33529,21455
43993,14674
40019,6712
15711,8718
7169,33989
20997,30376
27748,42549
44927,23110
12097,4190
31659,34841
10017,57191
37841,20975
45459,36593
17716,39773
3064,31844
9906,11367
3378,52096
248,42595
57764,2358
47200,44253
57295,50675
40146,6063
54163,27931
57430,20199
53127,32740
56674,11408
23201,7428
16543,48469
10610,35856
55338,18215
14212,21469
52242,52518
23106,41910
34162,39280
22653,13340
21331,38969
38040,5878
57932,41682
13277,22088
20647,58196
23481,50234
51192,54477
14854,13745
29092,15157
55274,44224
3121,5068
12904,9688
26145,42880
53781,7747
35818,11010
45842,22945
4449,19387
11496,4868
50124,36491
15606,54846
42671,15424
22780,10339
36969,20196
25047,5568
40940,21437
48385,1450
31905,57969
4285,30558
9895,19752
51305,35444
54634,56327
25818,32421
operation=start
32965,38519
44586,6891
53791,43110
54896,52230
51140,11636
23936,59263
31586,54529
31432,18196
37154,54043
31772,50565
21732,40255
24251,17769
12346,51880
51181,57075
14609,25863
235,27405
23983,34220
59664,14673
43580,19988
22249,43536
17183,47970
57074,43004
36397,227
31027,48036
37911,25260
3890,41015
29401,15813
33180,5129
36183,18858
8214,41507
29941,1616
26996,7393
8237,29165
33529,21455
43993,14674
40019,6712
15711,8718
7169,33989
20997,30376
27748,42549
44927,23110
12097,4190
31659,34841
10017,57191
37841,20975
45459,36593
17716,39773
3064,31844
9906,11367
3378,52096
248,42595
57764,2358
47200,44253
57295,50675
40146,6063
54163,27931
57430,20199
53127,32740
56674,11408
23201,7428
16543,48469
10610,35856
55338,18215
14212,21469
52242,52518
23106,41910
34162,39280
22653,13340
21331,38969
38040,5878
57932,41682
13277,22088
20647,58196
23481,50234
51192,54477
14854,13745
29092,15157
55274,44224
3121,5068
12904,9688
26145,42880
53781,7747
35818,11010
45842,22945
4449,19387
11496,4868
50124,36491
15606,54846
42671,15424
22780,10339
36969,20196
25047,5568
40940,21437
48385,1450
31905,57969
4285,30558
9895,19752
51305,35444
54634,56327
25818,32421
