14023,53250,19493,20229,41007,29097,27116,41212,50177,13023,18457,39400,22669,26777,29967,18487,10475,48816,29775,0,29960,25697,10043,813,29532,41655,15281,36904,37775,26764,2758,42372,32085,44312,2708,50961,11259,4981,14153,15276,28500,46133,42160,24598,46130,47098,48832,21535,43112,7809,13533,9070,57763,44736,37776,1112,9468,19447,16119,52356,30747,1746,29920,23897,13834,46150,41343,52893,35239,21742,9208,26422,46537,58292,19161,8175,55507,2914,30385,47024,47978,32752,933,14023,14253,24511,5296,48020,54365,19735,5845,46133,26777,0,30747,21742,933,23897,13834,13533,29920,32085,37775,7809,41655,14023,50177,5296,4981,27116,52893,37776,48832,47978,43112,41007,13023,19447,10043,8175,53250,813,32752,18457,47024,2914,44312,36904,24598,26764,39400,2758,35239,46130,11259,48816,10475,19735,1746,9208,15281,14253,14153,26422,28500,42160,19493,58292,15276,57763,20229,50961,41343,16119,48020,41212,21535,2708,9468,19161,46537,29097,30385,29532,5845,46150,29967,1112,22669,47098,18487,55507,29960,42372,24511,25697,29775,9070,44736,52356,54365,15276,41007,14023,18487,19161,39400,55507,10475,29097,1746,2758,13023,46150,46130,22669,41655,21535,25697,37775,27116
47098,1112,1746,39400,9468,2914,23897,813,13533,24511,29960,4981,29097,46133,27116,26422,54365,47978,19735,8175,16119,19161,29532,41343,46130,29967,42160,24598,10043,47098,44312,933,48816,43112,2758,47024,46150,7809,58292,5845,25697,52356,29775,19447,9070,57763,52893,11259,32752,21742,41655,53250,15276,46537,35239,37776,50961,37775,48020,22669,5296,14153,28500,48832,15281,30385,55507,20229,14023,26764,14253,26777,42372,41007,50177,0,9208,2708,30747,13834,21535,44736,29920,19493,32085,18487,18457,13023,10475,41212,36904,32752,29532,47098,2758,21535,46150,10043,39400,9468,8175,58292,20229,24598,9070,10475,54365,46130,19735,5845,29097,41212,43112,42372,42160,48832,52893,19161,26764,48816,30747,46537,16119,813,23897,52356,2708,41007,41655,57763,13023,29967,21742,29960,19493,32085,9208,53250,1746,48020,18487,44736,30385,29920,50177,55507,29775,5296,36904,933,11259,7809,41343,37775,4981,25697,14023,44312,47024,13834,27116,13533,19447,37776,14153,15281,26422,26777,2914,35239,0,1112,22669,24511,14253,46133,15276,47978,28500,18457,50961,2914,15276,37776,23897,14023,46150,14253,13023,13834,48020,46537,50177,19161,48832,41343,11259,47978,8175,10043,14153
13023,13533,15281,41212,29920,0,26764,32085,10475,24598,48816,52893,48832,2758,43112,32752,29960,26422,11259,27116,26777,29532,50961,44312,52356,19493,16119,39400,46150,23897,37776,933,47024,22669,14253,5296,25697,9208,29097,30385,813,9468,42160,55507,28500,44736,41007,29775,5845,29967,30747,2708,48020,20229,14023,42372,14153,37775,1112,7809,36904,15276,9070,46537,47098,35239,57763,46130,19735,53250,19447,54365,1746,8175,46133,4981,21742,47978,24511,41343,10043,13023,58292,41655,13834,50177,21535,18457,2914,19161,18487,46150,36904,7809,9468,20229,50961,1112,29775,1746,46537,24511,26777,11259,8175,32085,813,48816,24598,13023,35239,57763,19161,47024,28500,52356,2708,0,39400,14023,14153,18487,30385,19493,10475,54365,55507,26764,22669,5296,2758,41343,2914,58292,25697,37776,26422,52893,41655,5845,18457,19735,9070,15276,46133,15281,23897,29960,42160,14253,47098,19447,4981,42372,30747,29967,41007,43112,41212,27116,44736,13834,16119,53250,21535,46130,10043,29097,29920,29532,37775,9208,47978,48832,44312,32752,933,13533,50177,48020,21742,29960,35239,41343,21535,29920,42160,47978,29775,52893,10043,1746,8175,58292,42372,54365,43112,29967,57763,13023,20229
29920,5845,4981,29920,32752,5296,27116,11259,26777,18487,41655,46130,43112,13533,25697,42160,20229,55507,10043,48832,53250,2708,24598,37776,29960,9070,2758,41212,13834,32085,29967,46133,1112,18457,30747,57763,19735,48816,58292,36904,42372,39400,46537,54365,47024,19493,933,50177,44312,15281,41007,52356,19447,22669,29532,21535,7809,24511,2914,26764,29097,19161,1746,50961,9468,29775,46150,37775,13023,15276,14253,41343,48020,16119,52893,9208,14023,44736,47098,10475,0,35239,8175,47978,14153,21742,813,30385,28500,26422,23897,21742,32085,24511,53250,1746,42372,47024,29532,18487,14153,19161,4981,44312,52893,55507,35239,19735,48832,36904,10475,29775,30747,26764,48020,47978,50961,5296,44736,10043,43112,41655,41007,13023,41343,18457,39400,15276,813,24598,30385,20229,28500,25697,16119,9208,29097,46150,2914,29967,48816,9070,9468,13834,52356,14253,41212,22669,5845,21535,0,13533,27116,47098,46133,29960,46537,2708,29920,1112,26422,15281,46130,933,54365,26777,14023,37775,58292,7809,50177,8175,11259,42160,57763,19493,19447,23897,2758,37776,32752,11259,37776,20229,30385,13834,19735,46150,41212,27116,43112,29775,53250,47098,37775,41007,19493,50177,24598,41655,5296
25697,42372,47024,41655,32752,41212,44312,29960,58292,813,44736,2758,14023,32085,54365,26777,10043,16119,30385,5296,4981,21742,2708,21535,37776,28500,52356,9208,19161,30747,29920,47098,5845,29097,41007,46130,2914,50177,15281,1112,29532,13023,36904,933,19447,52893,26764,7809,29775,18457,24511,43112,8175,57763,9468,46150,1746,11259,19493,55507,42160,26422,18487,23897,47978,15276,13834,19735,14153,27116,53250,46537,10475,50961,46133,9070,37775,13533,24598,41343,48816,29967,20229,0,39400,22669,35239,48020,14253,25697,48832,27116,48832,43112,5845,32752,47024,50177,30747,4981,53250,32085,14253,2708,21742,26422,23897,26777,46537,19447,5296,24598,48020,50961,813,52893,47098,29775,9208,7809,11259,35239,13834,19735,26764,44736,46130,29920,14153,13533,29097,30385,2758,44312,9070,58292,8175,16119,42372,46133,37776,9468,10043,20229,41212,15276,2914,29532,933,36904,47978,21535,41343,46150,18457,29967,57763,28500,10475,52356,19493,48816,42160,55507,1746,1112,37775,29960,0,25697,41655,14023,15281,54365,13023,18487,41007,24511,39400,19161,22669,48816,29960,5845,0,2914,4981,47024,42372,48020,11259,2708,26422,54365,13834,9468,47098,13533,39400,50961,21742
19161,32752,13023,5296,19447,11259,19735,41212,54365,26764,7809,46130,52893,52356,0,37776,53250,42160,25697,14253,50961,22669,55507,19493,29532,13533,41007,32085,47098,13834,28500,9070,57763,9468,15281,58292,26422,24598,30747,29097,26777,48832,24511,933,10043,16119,21535,42372,19161,29920,1112,2708,29775,8175,37775,27116,1746,46537,9208,21742,47024,46150,29967,18487,30385,39400,18457,43112,36904,29960,48020,14153,35239,46133,10475,44736,2914,4981,20229,47978,48816,50177,2758,813,44312,15276,41343,23897,5845,14023,41655,24598,7809,42160,36904,21742,42372,15276,55507,48816,2758,44312,29775,1112,5296,58292,5845,9468,23897,15281,25697,41655,19447,14153,41212,26777,4981,813,21535,22669,37776,2708,20229,46130,29967,43112,50961,32085,26764,35239,37775,30747,52356,11259,1746,41007,19493,46537,14023,50177,29097,28500,14253,8175,47978,53250,46150,54365,29920,0,26422,30385,24511,48020,13533,10475,57763,47024,27116,52893,29532,44736,19161,39400,9070,46133,41343,13834,933,16119,48832,2914,19735,18457,10043,47098,13023,9208,18487,32752,29960,43112,47098,2758,55507,1112,13023,1746,26422,10475,23897,46537,13533,10043,29532,39400,37776,25697,5296,30747,32752
24271,41655,28500,4981,47024,39400,0,29967,10043,14153,9468,8175,29097,47098,42372,5296,813,55507,9070,41343,11259,26422,44736,13023,37775,46537,19447,27116,29960,7809,26777,50961,53250,21535,50177,37776,25697,13533,52356,1746,43112,47978,14023,21742,29920,2914,32085,2758,15281,58292,15276,18487,46133,2708,19493,933,26764,36904,30385,19161,46150,54365,48832,48816,29775,14253,9208,41212,24511,1112,29532,35239,30747,46130,19735,22669,24598,41007,18457,44312,20229,23897,57763,5845,52893,10475,16119,13834,32752,42160,48020,18457,53250,22669,1112,9468,46537,52893,19161,54365,14023,25697,0,44312,42160,42372,46150,47024,20229,4981,2758,2914,19493,35239,10043,36904,47978,48816,44736,1746,9208,23897,27116,32752,24511,48020,41655,16119,7809,11259,13834,10475,24598,41007,14253,39400,47098,29097,15281,29775,5296,21742,26422,19447,29960,28500,46130,2708,32085,933,41212,26777,13023,50961,9070,13533,29920,30385,29532,41343,8175,813,26764,58292,43112,46133,48832,30747,50177,57763,5845,29967,14153,19735,37776,18487,15276,37775,55507,52356,21535,43112,58292,24598,14153,27116,41343,13834,14253,22669,46133,29532,52356,57763,25697,26777,9070,21535,32752,813,18457
57763,26764,1112,14023,44736,18457,46150,10043,39400,25697,46130,29920,24511,2914,54365,11259,36904,813,29775,19493,35239,41655,19735,8175,2708,32752,50177,57763,50961,27116,28500,15281,2758,16119,41007,15276,48832,48816,26777,41212,13023,933,9208,42160,7809,9070,37776,23897,21742,46537,29532,41343,29097,42372,9468,52893,26422,46133,0,52356,14153,43112,47024,22669,29960,37775,30385,24598,44312,20229,58292,21535,1746,13533,29967,14253,30747,53250,5845,19161,10475,47978,19447,13834,4981,32085,55507,48020,18487,47098,5296,933,26422,48816,5296,32085,24511,43112,2758,15276,41343,4981,29967,29775,35239,14153,44736,57763,2708,8175,1112,27116,32752,1746,19493,36904,26777,39400,19735,47978,24598,25697,58292,46537,20229,18457,52356,41655,15281,5845,21742,28500,55507,22669,47098,30385,50177,50961,48020,9468,42160,30747,53250,54365,9208,44312,42372,29097,16119,18487,2914,13023,48832,37776,11259,13834,10043,52893,14023,29532,29960,46130,46150,41212,21535,7809,47024,19161,10475,41007,19447,14253,9070,29920,23897,813,46133,26764,0,13533,37775,15281,32752,30385,933,30747,13023,26777,16119,47098,13533,19735,24511,14253,26422,19447,0,9208,44312,54365,37775
57133,24511,13023,50961,29775,43112,29960,48020,46150,22669,54365,21535,37775,9468,26422,9208,2708,30747,41655,39400,48832,47978,18457,26764,14253,9070,46130,27116,29967,2914,19735,50177,41007,813,41343,44736,47024,19447,32752,21742,15276,35239,14023,13834,23897,28500,29920,42372,48816,5296,8175,10043,30385,46537,25697,52356,14153,29532,19493,57763,32085,44312,18487,24598,933,19161,4981,20229,55507,1746,13533,10475,0,16119,42160,37776,36904,47098,1112,5845,29097,7809,52893,2758,58292,15281,26777,11259,46133,41212,53250,24511,18457,13834,43112,19493,9070,53250,9208,15281,5845,16119,9468,18487,52893,50961,42372,10043,14153,26764,42160,48816,29967,32085,32752,29960,41343,41212,2914,41655,22669,37776,11259,14023,26777,30747,29775,44312,15276,29532,19161,0,8175,46133,35239,46537,55507,4981,57763,46150,1112,30385,19447,39400,41007,25697,29920,20229,46130,52356,10475,48832,28500,14253,47098,54365,2708,23897,2758,29097,50177,21742,19735,933,58292,36904,5296,47978,27116,37775,13023,13533,24598,813,47024,21535,48020,44736,7809,26422,1746,30747,8175,9468,48816,44736,27116,42372,48832,46133,48020,2758,47098,28500,14153,32752,26764,21742,20229,5296,11259
47024,19735,14153,37775,36904,29920,41655,30385,13533,14253,19161,15276,26422,47978,13023,9070,7809,15281,22669,44736,35239,21742,10475,2758,48020,42160,10043,933,29960,25697,46537,46133,18457,50961,0,39400,41007,18487,57763,46150,8175,813,47024,26777,37776,5845,44312,52893,19493,41212,29775,2708,41343,16119,1112,29097,28500,54365,2914,47098,14023,9208,55507,20229,53250,13834,43112,58292,48816,29532,9468,11259,30747,4981,42372,32752,26764,52356,24511,21535,24598,27116,46130,32085,23897,5296,48832,19447,50177,29967,1746,57763,18487,16119,41007,19161,53250,21535,20229,14023,29775,52893,29920,15276,36904,58292,55507,48832,2758,29097,5845,41212,19735,19493,28500,2914,46133,29532,13533,19447,9208,35239,37776,10043,39400,9468,30747,21742,8175,2708,7809,50961,24511,813,22669,27116,44312,46130,25697,48816,37775,41343,0,13023,14253,54365,44736,29967,42372,50177,933,13834,15281,48020,9070,32085,46537,1746,26422,30385,11259,47024,43112,24598,26764,47978,1112,23897,4981,5296,47098,10475,52356,18457,41655,42160,14153,46150,32752,29960,26777,16119,13834,23897,15276,39400,9070,55507,43112,13023,24598,813,42372,30385,32085,1746,14253,50177,26422,29960,46537
