operation=stop
23047,17503
29505,35124
17539,8841
48168,33170
8330,45017
20170,11753
5950,52300
57271,20420
4693,5349
20564,8438
9502,28432
29952,40542
16497,26930
39620,55340
12294,27867
38884,504
13775,45059
59257,21304
39110,12776
8949,32193
59257,47880
41476,51252
27251,28914
53650,21508
16467,9051
1419,12058
20564,8714
36377,48246
26421,44712
15137,42613
55247,27692
5493,34908
16367,17021
26761,42826
57735,5665
25186,54393
6750,3811
45371,21849
51239,2900
10721,30545
5309,23680
57308,49645
35421,59693
43771,28379
25170,12124
43720,59913
58740,27206
51491,5210
34485,45014
33348,21522
5426,7306
46526,39288
45961,39818
30988,14832
41450,28033
12722,26328
58967,42447
16320,2658
59257,1116
417,43916
27903,31956
28901,39252
4693,43686
25523,3769
41122,39058
15631,59647
38644,48264
31312,58020
7451,58175
20564,57061
22715,2894
46528,35091
32855,4821
25170,8507
48902,4652
20398,50303
59257,33595
38639,55340
16040,5172
1106,37106
42634,28505
52794,8972
25170,9353
1621,23428
2253,7597
22601,10136
5354,17771
40695,59210
9064,9941
53869,11201
56151,55476
51070,22341
55030,18324
22095,24211
25684,18171
24578,55612
57395,20989
19823,51456
39602,4428
25240,43306
15130,20509
13376,24358
49420,26866
55674,28714
2011,38094
45652,18409
29494,30189
7125,21564
10229,22488
35658,3919
13564,41899
11979,27360
16054,58134
479,16626
34251,29757
39927,7381
4693,54670
16645,5371
27411,16912
41365,41288
45485,33545
34708,22510
34286,14602
21177,15061
52017,52653
42888,57407
5192,5434
55284,40551
20810,42126
5192,4
38444,16139
9837,27465
55621,8175
58361,47428
2047,46242
28990,37322
20307,6750
21987,52427
28837,42254
53513,8304
52704,45469
21049,16917
35428,8794
56259,42010
41010,13896
5937,17074
11900,636
16,52730
16856,46810
22058,59027
52175,15587
19432,7546
41103,54691
10228,28372
11907,22182
26633,54948
13841,36393
38716,11990
20703,34904
49528,20656
15861,26551
40571,50593
39532,33062
24494,31529
46535,15861
2226,28372
19777,8691
21278,51332
55896,46945
11855,13590
36655,16140
34654,10326
13974,24823
4854,12908
9473,34909
55981,34941
38317,33141
36377,56227
48619,43479
28201,12336
26577,33652
58967,35745
37231,43301
3299,43861
20564,46747
1256,24527
37151,57686
9807,17486
24073,33744
43635,31323
54757,14489
20622,56792
2748,28516
6591,23243
53310,39584
426,18659
59257,10058
835,23153
40243,36002
55723,18379
40409,42729
27323,29409
1256,54936
33408,50499
59616,29279
22612,49482
20564,1762
58040,45295
22894,16656
40346,58979
20564,58186
22391,12354
55535,29635
41122,32632
47712,8507
43616,44046
8698,4192
48152,50357
23137,2521
51264,3819
8055,42234
36845,45372
30844,2685
57182,57271
11702,44050
44104,37542
37399,25890
46736,45139
29557,42278
28812,40419
11225,39719
19432,41896
7545,54471
13186,19890
22238,5276
46246,45211
10195,7014
10086,38750
8055,26097
1739,53185
18864,1163
9942,50147
954,30309
51491,51408
10229,51854
54757,44350
21382,36521
1759,59954
50752,4835
52300,34765
54666,40425
22847,8160
32272,44431
2223,37106
11900,58599
59836,9669
54757,59612
10389,47523
31943,24392
51491,50267
8035,2989
56172,42349
897,15146
49067,13929
45485,32059
47393,35854
17728,12587
5736,40701
34024,35419
10229,54457
33067,52186
40139,54573
59011,26018
46337,48207
59257,10721
23325,23888
5082,32688
27389,32721
9482,12830
59257,49499
26097,20273
28110,47847
31207,51590
46789,6741
9878,35918
28375,39535
58495,47461
36428,49343
45685,23986
42126,24015
26524,40392
46371,30161
9597,38381
13841,23596
57224,47500
2562,55167
54822,7935
4309,39876
32494,28467
54004,14069
55808,28495
55707,55692
25170,30833
46676,38813
19782,17472
26421,1698
6516,47547
43444,34855
1792,13979
28524,45436
57563,33475
11900,2275
56199,19027
58586,53570
34442,43005
24578,16801
31783,49510
48025,39134
59326,29024
43973,5854
28238,696
45700,50624
59257,30467
16856,43773
26814,18666
46137,3849
27752,11919
5950,22656
22768,47682
23388,40571
59700,8131
26297,18468
33897,46676
15631,58019
15887,34390
17282,17507
56828,12381
34955,32760
37106,4008
35745,11965
11900,39001
39459,33419
49233,3284
5745,12570
40718,54532
5736,42969
6670,20076
49318,25465
35991,48743
39971,24868
8055,54349
27411,25679
54457,46427
15229,45445
13346,44350
27411,42561
32059,35363
32536,21671
19823,12329
8055,56970
33522,17232
6953,20762
1116,53499
20564,31978
53248,52718
19275,16614
34432,48267
34444,29865
7239,30942
36909,39473
50511,20090
41622,22462
26944,24363
3299,38197
22095,32842
52582,33522
51491,24478
10575,32342
15130,8226
57009,8758
46567,37769
39304,9756
148,37673
27411,22156
15937,56124
31550,51783
55435,12243
55480,39798
29670,1628
51239,23676
10228,31298
58187,20910
