   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
  0		20266	36084	46586	23053	     	14876	12868	 3445	14865	38500	50838	28498	     	17833	10859	33351	27936	35083	 3630	24235	54903	19031	27996	12471	56282	36142	38420	30888	     	23346	     	 9463	
  1		10472	40763	52368	43026	 2957	44807	16874	42129	 4733	26935	     	44707	     	     	29171	37751	52969	     	 7679	59867	 2205	30322	15500	35909	51945	55237	11014	31703	 6043	 7906	     	21891	
  2		     	19838	56721	42007	     	     	 5536	14133	21425	42476	     	 4550	27644	     	52334	13029	 1044	13317	22604	10252	  959	 2769	14014	49428	26058	36472	32532	40081	 5943	46318	52009	49522	
  3		45774	52241	40477	55460	45192	54807	17056	  666	14738	35158	37882	50240	37034	22576	35141	17429	20303	19196	17866	27519	  183	  237	11467	 8729	27494	38618	34038	 4884	35490	30200	26110	23691	
  4		33266	42870	54897	24349	15252	     	 6686	57652	 9982	54423	50605	 4147	24861	57238	25419	32920	11428	     	35364	45604	39921	13605	50475	10520	48484	     	46050	30303	38983	     	     	15374	
  5		     	29685	55179	11717	18577	33869	41210	55001	58871	16136	29655	     	13789	24581	43610	     	 2288	   51	16206	18770	20540	49772	     	25959	31843	45093	43553	11565	26335	12863	27573	37716	
  6		33955	     	 4158	46096	47281	13705	50702	22314	20339	 4793	16888	44495	28690	     	39940	39322	49014	53882	56416	53477	56853	59824	20359	10517	18447	27762	31941	40925	22847	44353	30075	 5844	
  7		 2316	10523	55685	56535	 4557	 4347	17402	21860	13389	 1558	 4688	41234	17105	55019	32674	32198	17424	47384	55513	     	58268	49996	23466	57383	36949	40632	27413	31380	55170	48400	 1038	41624	
  8		     	42729	26414	41065	45657	27086	 3029	     	 5374	14655	 4924	39986	21400	45198	52842	24948	 3847	18305	42922	58811	14001	54661	26336	22513	50463	     	  680	31048	49567	 5415	22420	26978	
  9		30290	50215	38182	 7879	29854	17254	41426	 1555	  704	 4705	10542	58414	45947	     	20917	45819	15204	 7179	49868	40310	21015	11847	44801	52547	23002	     	38567	37479	     	58502	54011	17329	
 10		39759	28114	11641	11395	 4278	28417	     	59649	44885	22966	     	     	41051	59878	34768	 9434	 7884	 5557	57208	52961	49695	32054	 7465	26945	 1630	34835	46673	45725	20939	13246	29339	27790	
 11		35545	 5191	     	29150	22829	11589	40692	21351	10922	44632	  916	33274	33049	40202	59208	36160	 7631	36431	59583	 8179	38222	30973	18248	41186	     	57249	43519	15533	45820	10428	42540	57943	
 12		20772	30337	     	19249	56063	42357	18325	47910	27690	     	34077	47427	59538	45837	59290	59636	     	 9764	51568	44664	43828	13816	35452	43383	40350	     	12318	10444	26052	59746	14248	54283	
