   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
  0		48576	48264	     	19031	18526	13270	45080	57034	43836	33529	 8829	     	 4352	49778	 2583	17422	     	18916	34182	     	     	30786	20300	17333	43015	50353	     	     	51245	     	 4139	30614	
  1		55317	56925	     	21729	33176	     	 8452	55198	28011	     	34641	33304	23780	41914	46961	59337	     	19846	     	47521	52713	12204	55453	44456	     	41758	     	30955	23567	46178	46060	11431	
  2		46634	22240	45222	56711	40279	18523	26053	35304	48515	33423	24947	 9447	37111	30544	     	27158	29849	37646	53613	19436	18564	24784	     	14016	17882	 5892	59700	     	41197	     	25174	47028	
  3		35084	42815	22475	26324	     	36257	30670	27000	45022	58759	58959	23036	33758	 6432	     	 4744	29123	59759	55556	 9210	 2298	48045	36751	17256	27571	37586	42197	58290	 3041	 8705	24935	39383	
  4		25105	13193	56939	     	13065	18714	 7057	19957	     	 7423	44027	44998	47629	18666	11167	 2967	31326	10470	 9354	44059	37737	24588	32706	 3635	  985	42618	16236	26063	     	16132	55282	 2423	
  5		30504	 8912	 8655	29352	24032	17861	19318	28954	51223	12495	55664	     	49943	26963	44655	     	59389	22415	34580	47977	     	12040	     	20740	 1882	     	33767	14627	47339	20074	21059	52634	
  6		59116	50796	     	18450	  500	29690	20077	 2864	55568	 3932	     	12970	53907	59208	23825	59886	54961	53479	     	  619	 7093	19126	 9724	51439	22312	     	40981	     	47789	28928	18682	48602	
  7		42557	10287	13968	53730	22435	32693	30910	50715	40735	     	56959	23921	23524	42954	55724	23446	19567	56732	58784	19291	33208	 4403	25312	18280	12503	 2426	46897	29763	32648	37055	12608	     	
  8		20242	16678	14279	31914	10590	19993	54297	26367	     	32760	 2394	50364	57714	33403	45197	51325	     	12441	 4901	     	34058	28099	     	33323	30217	18652	44204	39477	 3732	     	 6716	52581	
  9		 3654	20310	 5522	57557	     	42149	     	     	27863	42516	     	16283	 1500	   84	21397	 1978	28902	 6598	 9980	     	31287	48160	24208	54219	21315	42568	14839	11501	46464	28421	39758	55873	
 10		48734	46366	25280	     	     	37414	41881	 1580	46751	16520	48531	15422	29139	     	15905	12985	     	     	44761	 7126	 8632	12408	28626	23079	     	     	46437	     	  303	56405	46612	15165	
 11		     	33411	 9790	22407	29601	39939	15326	54226	40373	52817	22192	52749	56443	30587	14112	56821	35829	44449	48260	47660	     	52754	54913	15582	59741	32373	37823	13715	     	33696	30645	 7898	
 12		     	  522	     	58834	     	46778	  656	30764	     	 9549	58447	46788	43036	35536	14594	54859	17546	17028	50852	38170	     	 5505	38763	57723	34767	20912	     	 8686	16450	14654	 9531	52629	
 13		50095	28282	59096	 2308	45283	18176	26177	  840	 8671	36030	39476	23257	49302	59049	38458	36563	     	 3922	28073	57244	51050	26070	     	43769	    0	48981	59495	40803	     	 3011	34202	     	
 14		53878	29263	     	53306	35101	     	10695	56461	56302	36478	52355	 2778	12524	49346	44043	55777	  853	53995	21660	33120	18693	39865	19853	48591	38428	 5215	     	18842	18307	42517	     	  807	
