   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	   32	   33	   34	   35	   36	   37	   38	   39	   40	   41	   42	   43	   44	   45	   46	   47	   48	   49	   50	   51	   52	   53	   54	   55	   56	   57	   58	   59	   60	   61	   62	   63	   64	   65	   66	   67	   68	   69	   70	   71	   72	   73	   74	   75	   76	   77	   78	   79	   80	   81	   82	   83	   84	   85	   86	   87	   88	   89	   90	   91	   92	   93	   94	   95	   96	   97	   98	   99	
  0		11916	     	     	     	29493	48628	21565	12321	12433	47025	11129	35661	31009	28035	37185	 1502	46903	     	58182	26720	18434	52477	     	51024	 7929	34232	19350	58496	53239	     	18986	29779	15496	54134	22485	12851	13046	55759	 5838	11528	52322	33048	56888	24699	42051	     	21083	15965	22354	55314	40584	29136	33183	59939	26486	19726	22940	     	     	 5402	29962	     	40757	 2636	     	39148	53462	16886	16699	52125	59489	29205	21756	48896	44571	11675	28025	22142	     	     	 5246	52612	12859	14044	27149	52165	     	 1610	14874	44495	36705	     	11435	 7275	27246	12261	 1964	37131	34183	24141	
  1		40870	     	42938	10123	59752	     	18629	16860	49983	29212	     	 5168	42290	37356	39890	38218	34953	20886	 3422	 8672	13925	 8309	55286	41373	36447	18007	 7081	54151	23260	17993	     	25773	22232	41914	11979	59970	49716	55886	55615	 4132	43375	 4920	13674	36842	  961	16716	29945	42317	14821	 7737	 5686	     	47678	15405	18068	55102	56659	 3932	26705	43617	27794	 6526	19433	     	44360	57385	  738	18444	45556	37939	43818	16845	42066	34019	56569	49783	 9886	     	50995	21016	43707	26821	13016	42757	50281	48777	     	55772	29192	30783	54654	29611	 7434	52741	     	51247	 7576	 6299	38884	35436	
  2		17876	36263	12162	42363	16050	51948	39337	44216	52352	52047	42172	47193	22448	26664	 9654	30409	18551	35752	     	  858	42237	53824	19791	30253	38481	 8123	44037	52670	46315	 6713	39671	58017	43414	37649	26260	 6949	29262	41954	38792	38577	25825	14007	 1069	     	 8661	20075	 1228	16809	14421	45040	20813	19136	43814	26843	53234	54201	32155	 6001	28218	 6066	     	46857	30194	28226	56760	51627	 4427	30084	28245	14815	35242	  444	37798	28031	     	45381	36163	47021	35678	59063	     	33969	49780	 3310	54174	41638	35777	12928	42095	16246	44601	59578	18161	42387	42349	     	15653	30932	16056	59510	
  3		23474	     	56255	51714	12359	44366	27665	23303	12629	26055	21581	46921	16271	25797	52829	53410	34269	35634	     	 4092	41505	     	     	50723	16381	39633	10473	22000	     	  541	30257	48969	     	47295	 5824	40241	30062	52613	38763	58833	21990	49276	40329	22307	57280	19392	 4420	24206	25787	50177	 6465	50732	11004	 2469	11933	33335	     	33721	 1897	 8297	     	 2080	     	45500	32685	     	23412	47639	51438	58389	34771	54579	     	47039	39315	50414	27154	     	11876	58434	     	12298	     	     	39796	41640	 7571	48976	47621	22442	 7064	32175	     	35360	14903	     	55078	28514	16243	     	
  4		25032	53324	59344	48185	34159	56592	31501	37073	30113	40051	 3158	53868	55060	     	38366	13897	57161	     	25640	     	     	 1802	53491	47512	     	34776	24614	55024	31050	18049	43689	31384	23283	     	29275	18543	49099	40445	     	 5284	25055	32559	15069	     	13089	49306	32786	44012	48998	     	48903	57644	47675	     	     	     	     	53414	47766	52975	     	 5470	 6909	     	13358	49334	 1174	  314	     	57027	 7473	     	 9640	46057	35230	     	15941	25222	 7723	29401	     	26284	35409	     	25226	16380	15211	50512	52223	     	53050	31243	50961	25858	36970	41293	30276	18504	25889	     	
  5		39816	54076	     	51842	48338	33531	21902	16339	15779	 6433	56030	16757	13422	26921	57481	29366	     	 3923	11447	22352	49745	46693	     	55345	 9565	 6739	     	34323	31969	58190	23511	     	55582	23555	43669	50418	50882	     	53686	 3768	     	56663	37283	34392	57973	45735	 4780	27852	21997	35004	59301	34321	 8339	33913	36991	     	     	17054	 9058	52536	59216	34781	23102	     	12915	14213	     	11570	59387	20473	37077	     	26824	     	32391	 4432	39095	46772	34407	29590	  796	32492	     	 5592	24616	41107	     	19394	     	26439	45583	48950	41579	51219	 4926	 8981	36899	10940	19383	     	
  6		50792	38040	     	 1976	38520	10670	21598	25227	24621	51099	15163	23644	     	58530	20389	48501	49377	  599	31536	30895	30797	     	  981	46061	 7235	15034	     	     	     	31332	36405	10944	     	 3280	30486	51517	11834	55824	19678	 2566	58642	33449	54863	45773	34589	     	     	33732	11905	24991	 1576	53233	46051	34990	     	44521	55339	     	 8280	59237	     	26042	56899	 2223	46778	30087	13583	42554	16941	41660	     	 3903	     	45271	13841	     	27026	19536	 4676	35712	26995	19587	11872	59524	52058	     	46117	41447	52030	48591	54789	 6147	54173	23263	56075	54784	10373	23523	52485	51905	
  7		16365	28997	18132	36227	23178	24582	   99	22268	     	10618	48515	36957	34353	43767	55365	 7776	38165	59329	58852	59846	25306	56415	42204	56064	11369	47522	14346	 4565	13921	     	15090	17080	     	     	     	     	16001	 4662	25848	   32	16840	37209	 4900	 7847	49005	52587	35085	16717	50628	41195	39140	10956	59365	37507	     	32616	47856	 8118	54392	     	56901	     	 7481	48329	40072	14931	59065	48378	 4584	18636	19372	 1343	49650	25104	37876	17084	44952	     	 3186	51401	54945	15933	 1289	41641	     	16228	 3249	 6280	     	     	15852	56801	40544	48799	     	 6535	40650	 9176	40841	28145	
  8		54160	 4140	 4619	14010	     	     	46292	     	15940	19461	 8215	58465	     	12568	27257	40580	47483	24393	46779	 9717	11929	43289	48745	     	23308	18431	10663	36120	     	45706	10182	31253	56966	 3386	17290	     	25249	46930	55915	51313	31684	12758	44675	 1345	 5454	22993	17441	11875	24035	28432	16102	 3638	23499	17693	33427	 9285	 9463	36597	25204	13142	57197	14603	28938	56815	29154	51796	     	 2561	 8993	28005	52758	 6379	30983	     	     	 1166	22412	15576	37726	24346	25493	55647	26918	31414	   41	 1280	30708	16054	51095	37710	34364	23665	12692	 3155	25096	34600	57210	 8684	     	53982	
  9		30908	39075	     	38735	 6923	54758	 7654	 2618	53742	31399	     	24601	36903	16983	56004	12282	58604	 3309	     	42055	17990	     	23993	     	 1919	25450	     	37747	55512	     	11006	16195	20311	 2875	     	59808	     	17497	 5556	42046	     	     	58336	24053	40609	 3695	 8938	48298	34182	55624	51863	 1242	18557	14781	28699	23521	45592	55373	 2880	21642	45245	15243	33768	16440	 3502	34682	42487	59262	     	38313	24866	49467	10627	44849	56409	45575	     	     	49354	10720	11151	18091	33861	     	17018	 8588	     	 8945	 1788	28786	 7442	 2314	     	29013	     	58186	42833	     	 5633	15601	
