   		    0	    1	    2	    3	    4	    5	    6	    7	    8	    9	   10	   11	   12	   13	   14	   15	   16	   17	   18	   19	   20	   21	   22	   23	   24	   25	   26	   27	   28	   29	   30	   31	
  0		20266	     	46586	     	 1199	14876	12868	     	14865	38500	     	28498	55138	17833	10859	33351	     	     	 3630	24235	54903	19031	27996	12471	56282	     	     	30888	 1356	23346	15619	 9463	
  1		10472	     	52368	43026	 2957	44807	16874	     	 4733	26935	55197	44707	31479	30302	29171	37751	52969	41612	 7679	59867	 2205	30322	15500	35909	51945	55237	     	31703	 6043	 7906	     	21891	
  2		13487	19838	56721	     	10691	26430	 5536	14133	21425	     	23062	 4550	27644	19209	52334	13029	 1044	13317	22604	10252	  959	 2769	14014	49428	26058	36472	32532	40081	 5943	46318	52009	49522	
  3		45774	52241	     	55460	45192	54807	17056	  666	14738	35158	37882	50240	37034	22576	35141	17429	20303	19196	     	27519	  183	  237	11467	 8729	27494	     	34038	 4884	35490	     	     	     	
  4		33266	42870	54897	     	15252	21945	     	57652	 9982	54423	50605	 4147	24861	57238	25419	32920	     	38820	35364	45604	39921	     	50475	10520	48484	41281	46050	30303	38983	 3464	51597	15374	
  5		38185	29685	55179	11717	18577	33869	41210	55001	58871	16136	29655	34643	13789	24581	43610	42963	     	   51	     	18770	20540	49772	     	25959	31843	45093	     	11565	     	12863	27573	37716	
  6		     	29012	     	46096	47281	13705	50702	     	20339	 4793	16888	44495	28690	16742	39940	39322	49014	53882	56416	53477	56853	59824	20359	10517	18447	27762	31941	40925	22847	44353	30075	 5844	
  7		 2316	     	     	56535	 4557	 4347	17402	     	13389	 1558	 4688	41234	17105	55019	32674	32198	17424	47384	55513	 3327	58268	49996	23466	57383	36949	40632	27413	31380	     	48400	 1038	41624	
  8		 3931	     	26414	41065	45657	     	 3029	40082	     	     	 4924	39986	21400	     	52842	24948	     	18305	42922	58811	14001	54661	26336	22513	50463	18925	     	31048	     	 5415	22420	26978	
  9		30290	50215	     	 7879	29854	17254	41426	     	  704	 4705	10542	58414	45947	     	20917	45819	15204	 7179	     	40310	21015	     	44801	52547	23002	24182	38567	37479	 1216	58502	54011	17329	
 10		39759	28114	11641	     	 4278	     	54148	59649	44885	22966	 2237	 5097	41051	     	34768	     	     	 5557	57208	52961	     	     	 7465	26945	 1630	34835	46673	45725	20939	13246	29339	     	
 11		35545	 5191	 6413	29150	     	11589	40692	21351	10922	     	  916	     	     	40202	59208	     	 7631	36431	59583	 8179	38222	30973	18248	41186	 5983	     	43519	15533	45820	10428	     	57943	
 12		20772	30337	 7586	19249	56063	42357	18325	47910	27690	 6362	     	47427	59538	45837	     	59636	39296	 9764	51568	44664	43828	13816	35452	     	40350	46037	12318	10444	26052	59746	14248	54283	
 13		25372	 4899	47765	 9161	28664	13348	43593	     	58545	29254	     	33828	32008	39251	53056	37910	15239	52421	43538	15806	33388	 1909	 6622	     	 9711	44765	  148	 2401	 2787	     	44308	58344	
 14		 2641	35512	     	41261	54343	25171	 7482	39483	20697	 9573	14277	36623	 5027	12048	53719	     	 5326	55934	21635	30136	    0	59921	44893	10040	19719	42510	 7733	 7502	49438	52036	 1996	36346	
 15		 7123	28579	35990	     	15706	 7376	59647	21702	31974	30841	43213	45828	20429	17500	     	     	 9861	17281	58010	     	22366	     	     	 3907	42132	  532	55389	 6638	13094	 5502	37611	46171	
