43408,33948,43408,29897,39020,0,42754,35229,4186,34548,1062,1062,43408,4186,39020,34548,42754,0,35229,29897,33948,0,43408,42754,29897,35229,33948,34548,39020,1062,4186,42754,43408,4186,39020,1062,29897,35229,33948,34548,0,29897,43408,1062,42754,35229,4186,0,33948,39020,34548,0,4186,35229,33948,39020,43408,42754,29897,1062,34548,1062,29897,43408,0,4186,42754,34548,39020,35229,33948,42754,43408,1062,34548,0,39020,35229,29897,4186,33948,0,33948,1062,34548,43408,39020,42754,35229,4186,29897,1062,29897,4186,33948,0,39020,34548,42754,43408,35229,39020,33948,29897,35229,1062,0,42754,34548,4186,43408,29897,33948,34548,42754,4186,35229,39020,43408,1062,0,1062,35229,0,43408,4186,39020,33948,42754,34548,29897,33948,1062,29897,43408,35229,0,39020,42754,4186,34548,4186,33948,34548,42754,0,1062,29897,39020,43408,35229,42754,39020,1062,29897,35229,4186,34548,33948,0,43408,33948,29897,42754,0,39020,43408,4186,34548,1062,35229,33948,0,35229,43408,34548,39020,29897,4186,1062,42754,42754,35229,34548,0,29897,4186,1062,33948,39020,43408,1062,33948,4186,39020,34548,35229,29897,0,43408,42754
34548,29897,42754,34548,33948,0,4186,35229,1062,39020,43408,43408,35229,33948,4186,39020,34548,29897,0,1062,42754,39020,4186,43408,1062,34548,29897,33948,42754,0,35229,4186,0,34548,1062,33948,39020,35229,29897,42754,43408,35229,33948,1062,29897,4186,0,34548,43408,42754,39020,1062,0,39020,35229,33948,43408,34548,42754,29897,4186,43408,34548,35229,29897,0,33948,1062,39020,42754,4186,0,39020,43408,34548,35229,1062,29897,42754,4186,33948,34548,35229,1062,39020,42754,33948,0,29897,43408,4186,39020,34548,0,43408,4186,29897,42754,1062,35229,33948,34548,4186,0,42754,43408,39020,35229,29897,1062,33948,34548,35229,4186,33948,1062,42754,39020,0,43408,29897,33948,43408,39020,34548,29897,42754,1062,0,35229,4186,1062,39020,42754,34548,29897,43408,4186,35229,0,33948,34548,0,33948,35229,43408,1062,39020,29897,4186,42754,0,43408,33948,42754,39020,1062,35229,29897,34548,4186,4186,42754,33948,35229,1062,34548,43408,29897,0,39020,33948,43408,29897,0,4186,42754,34548,1062,35229,39020,43408,29897,4186,42754,35229,33948,0,1062,39020,34548,43408,0,33948,34548,29897,35229,39020,4186,1062,42754
33948,34548,42754,4186,0,35229,33948,29897,39020,1062,43408,1062,33948,42754,0,4186,29897,35229,39020,34548,43408,42754,1062,35229,33948,34548,43408,0,29897,39020,4186,39020,4186,43408,33948,34548,0,35229,1062,29897,42754,1062,4186,34548,39020,35229,33948,0,42754,43408,29897,33948,34548,39020,0,1062,42754,43408,4186,29897,35229,0,33948,42754,39020,1062,35229,4186,34548,43408,29897,29897,35229,34548,1062,39020,0,42754,4186,43408,33948,4186,29897,39020,33948,42754,35229,0,34548,1062,43408,33948,4186,43408,1062,42754,29897,35229,34548,39020,0,39020,29897,42754,4186,34548,0,33948,1062,35229,43408,42754,43408,34548,39020,4186,35229,33948,0,1062,29897,0,29897,34548,4186,42754,1062,43408,35229,39020,33948,1062,42754,0,35229,39020,29897,33948,4186,34548,43408,4186,0,35229,33948,34548,39020,42754,43408,29897,1062,35229,0,4186,42754,33948,1062,43408,29897,39020,34548,35229,39020,42754,1062,29897,4186,43408,33948,34548,0,1062,34548,42754,35229,43408,39020,29897,0,33948,4186,43408,33948,42754,1062,4186,35229,0,29897,34548,39020,33948,43408,42754,0,34548,4186,39020,35229,29897,1062
0,33948,29897,42754,4186,39020,34548,35229,0,1062,43408,29897,42754,35229,4186,39020,34548,1062,0,33948,43408,43408,29897,1062,35229,33948,34548,0,4186,42754,39020,34548,43408,39020,35229,4186,42754,0,1062,33948,29897,34548,1062,33948,4186,35229,29897,0,43408,42754,39020,29897,34548,39020,0,1062,4186,35229,33948,43408,42754,39020,35229,34548,0,33948,42754,43408,29897,4186,1062,4186,35229,29897,0,39020,1062,42754,34548,43408,33948,43408,4186,35229,39020,0,1062,34548,33948,42754,29897,39020,1062,35229,0,34548,42754,29897,33948,4186,43408,0,1062,4186,34548,35229,43408,33948,29897,42754,39020,39020,29897,33948,42754,35229,4186,34548,0,1062,43408,33948,34548,39020,43408,42754,29897,4186,1062,0,35229,33948,35229,34548,29897,1062,42754,0,4186,43408,39020,43408,1062,35229,0,34548,39020,29897,33948,42754,4186,35229,39020,29897,43408,4186,1062,34548,0,42754,33948,1062,4186,39020,42754,34548,0,35229,43408,29897,33948,43408,4186,1062,33948,34548,39020,42754,29897,0,35229,4186,42754,39020,33948,29897,35229,43408,0,1062,34548,29897,35229,33948,1062,42754,0,39020,4186,43408,34548
35229,1062,34548,29897,42754,39020,33948,35229,43408,4186,0,4186,33948,1062,43408,42754,34548,0,39020,29897,35229,42754,43408,0,1062,4186,34548,39020,35229,29897,33948,34548,42754,29897,4186,0,35229,43408,33948,39020,1062,35229,1062,43408,0,29897,4186,33948,39020,42754,34548,35229,29897,42754,39020,33948,4186,0,34548,1062,43408,29897,0,39020,34548,1062,4186,42754,43408,33948,35229,0,39020,33948,4186,42754,43408,34548,1062,29897,35229,39020,43408,33948,4186,35229,34548,0,1062,29897,42754,1062,39020,29897,43408,34548,4186,42754,0,33948,35229,43408,4186,35229,33948,39020,1062,34548,42754,0,29897,33948,42754,39020,0,35229,29897,1062,43408,4186,34548,4186,42754,0,43408,29897,33948,1062,39020,35229,34548,34548,29897,0,1062,42754,39020,35229,33948,43408,4186,42754,4186,34548,0,33948,29897,1062,43408,39020,35229,35229,33948,0,43408,42754,4186,1062,29897,34548,39020,4186,33948,43408,42754,34548,0,39020,29897,1062,35229,39020,35229,34548,4186,0,42754,43408,1062,29897,33948,33948,43408,34548,29897,1062,35229,39020,4186,42754,0,39020,33948,42754,43408,0,29897,34548,4186,1062,35229
29897,29897,1062,42754,33948,34548,43408,0,39020,35229,4186,43408,4186,39020,33948,35229,0,29897,1062,42754,34548,1062,33948,39020,34548,4186,29897,35229,0,43408,42754,1062,29897,0,34548,33948,4186,35229,39020,43408,42754,1062,39020,43408,33948,29897,42754,4186,0,35229,34548,33948,39020,42754,1062,35229,43408,4186,0,29897,34548,35229,42754,39020,34548,0,29897,1062,33948,43408,4186,33948,43408,0,42754,29897,1062,34548,35229,4186,39020,4186,1062,43408,33948,0,34548,39020,29897,35229,42754,33948,42754,29897,34548,0,4186,35229,43408,39020,1062,29897,35229,43408,33948,4186,42754,1062,34548,0,39020,4186,39020,0,35229,34548,43408,29897,42754,33948,1062,4186,0,39020,42754,33948,35229,43408,34548,29897,1062,42754,43408,29897,0,39020,34548,33948,4186,35229,1062,34548,0,1062,39020,43408,42754,33948,35229,4186,29897,4186,39020,0,34548,33948,42754,43408,1062,35229,29897,4186,35229,1062,43408,29897,34548,42754,39020,0,33948,1062,39020,42754,33948,43408,35229,4186,34548,0,29897,33948,43408,42754,1062,0,39020,4186,35229,29897,34548,42754,29897,35229,4186,0,1062,34548,39020,33948,43408
42754,4186,34548,33948,29897,35229,39020,42754,43408,0,1062,35229,29897,43408,4186,33948,34548,1062,42754,0,39020,29897,0,43408,42754,1062,39020,4186,34548,33948,35229,0,33948,1062,4186,39020,29897,43408,35229,34548,42754,33948,0,29897,35229,4186,42754,34548,39020,43408,1062,4186,39020,34548,43408,33948,0,1062,29897,42754,35229,29897,39020,1062,42754,34548,43408,0,33948,4186,35229,29897,33948,35229,4186,1062,43408,34548,0,42754,39020,33948,43408,42754,1062,29897,35229,4186,0,39020,34548,0,4186,39020,34548,35229,43408,42754,33948,29897,1062,39020,42754,33948,35229,43408,4186,1062,34548,0,29897,4186,1062,29897,39020,0,43408,34548,33948,42754,35229,1062,0,29897,35229,39020,34548,33948,4186,42754,43408,39020,0,29897,34548,42754,4186,1062,33948,35229,43408,43408,39020,1062,0,29897,4186,35229,34548,33948,42754,43408,0,42754,4186,34548,39020,33948,1062,29897,35229,1062,4186,42754,33948,34548,29897,0,43408,39020,35229,29897,39020,33948,1062,0,34548,4186,42754,35229,43408,39020,4186,33948,1062,42754,34548,0,43408,35229,29897,33948,1062,0,35229,4186,43408,42754,34548,29897,39020
4186,1062,33948,29897,43408,42754,0,39020,34548,4186,35229,43408,1062,35229,4186,42754,34548,33948,29897,39020,0,34548,29897,42754,43408,33948,1062,39020,0,4186,35229,1062,42754,34548,39020,35229,4186,43408,0,29897,33948,33948,1062,29897,42754,35229,43408,0,39020,4186,34548,1062,39020,34548,35229,4186,0,33948,42754,29897,43408,0,43408,4186,33948,35229,42754,39020,34548,1062,29897,29897,0,43408,1062,39020,33948,34548,35229,4186,42754,43408,33948,39020,4186,34548,1062,29897,0,35229,42754,29897,1062,33948,4186,42754,0,34548,35229,43408,39020,29897,35229,33948,34548,1062,0,4186,39020,43408,42754,34548,42754,0,35229,29897,4186,39020,33948,1062,43408,0,35229,39020,4186,1062,33948,42754,29897,43408,34548,35229,4186,1062,34548,39020,42754,29897,33948,43408,0,0,34548,33948,29897,4186,39020,43408,35229,42754,1062,0,35229,4186,34548,43408,1062,39020,42754,33948,29897,43408,1062,34548,4186,35229,39020,29897,42754,33948,0,33948,43408,29897,0,42754,39020,4186,35229,1062,34548,0,34548,39020,42754,29897,35229,33948,43408,4186,1062,33948,42754,4186,43408,1062,34548,29897,39020,0,35229
1062,1062,35229,4186,39020,33948,42754,34548,29897,43408,0,33948,29897,1062,0,34548,35229,42754,4186,43408,39020,42754,35229,1062,33948,0,34548,43408,39020,29897,4186,29897,43408,39020,42754,1062,33948,4186,34548,0,35229,43408,39020,42754,0,1062,29897,33948,35229,34548,4186,34548,35229,4186,42754,29897,39020,0,43408,33948,1062,39020,33948,4186,1062,29897,42754,34548,0,35229,43408,29897,1062,33948,0,39020,42754,4186,35229,43408,34548,35229,43408,0,34548,33948,42754,4186,29897,1062,39020,0,34548,35229,4186,33948,43408,1062,42754,39020,29897,43408,1062,42754,35229,0,34548,39020,4186,29897,33948,39020,42754,4186,0,1062,29897,35229,43408,34548,33948,34548,35229,1062,29897,42754,33948,4186,0,39020,43408,29897,39020,42754,34548,33948,43408,35229,0,1062,4186,29897,4186,34548,39020,33948,42754,43408,0,35229,1062,39020,35229,42754,1062,34548,29897,33948,0,43408,4186,42754,43408,0,35229,4186,29897,34548,1062,33948,39020,34548,35229,39020,1062,43408,29897,0,4186,42754,33948,43408,29897,0,39020,35229,1062,33948,42754,34548,4186,33948,35229,42754,39020,43408,29897,0,34548,4186,1062
39020,29897,4186,35229,0,33948,34548,1062,42754,39020,43408,0,39020,34548,29897,1062,43408,35229,42754,4186,33948,29897,4186,1062,0,33948,43408,39020,42754,35229,34548,4186,43408,29897,1062,35229,42754,33948,34548,39020,0,39020,35229,43408,42754,1062,29897,34548,0,4186,33948,33948,39020,4186,34548,29897,43408,42754,1062,35229,0,39020,1062,43408,0,29897,35229,33948,42754,4186,34548,33948,29897,43408,39020,34548,35229,0,4186,42754,1062,43408,34548,39020,0,42754,29897,1062,4186,33948,35229,35229,33948,4186,34548,39020,42754,0,1062,29897,43408,34548,0,1062,39020,42754,43408,35229,29897,4186,33948,39020,43408,4186,29897,0,42754,34548,35229,1062,33948,43408,1062,39020,0,42754,4186,35229,33948,34548,29897,39020,29897,0,33948,42754,4186,43408,1062,35229,34548,42754,33948,1062,0,39020,35229,34548,4186,29897,43408,35229,43408,0,33948,34548,39020,1062,4186,29897,42754,42754,33948,39020,0,43408,4186,29897,1062,35229,34548,34548,39020,42754,33948,4186,0,35229,43408,29897,1062,39020,4186,42754,0,34548,1062,43408,29897,33948,35229,43408,4186,33948,35229,42754,39020,29897,1062,34548,0
